Text,Label
This is ur last chance to claim Amazon insurance bonus of Rs 999 your cashback instantly by clicking urgent payment fix com today,1
Mom said dinner will be ready by 3pm come home soon Let s grab coffee to catch up properly,0
FREE recharge of Rs 499 waiting 4 u No experience needed just click www freegift offer net to start earning immediately,1
Hi Divya just checking in did you finish the report I sent last week mine broke and need to charge my laptop asap,0
Dear customer your ICICI account will be blocked within 24 hours Use promo code SAVE5544 at checkout valid only this Friday Claim cashback instantly by clicking reward center 247 com today Verify details immediately http win big prize co or lose access permanently,1
Dear customer your Bank of Baroda account will be blocked within 24 hours just whatsapp us on http win big prize co to start immediately limited seats No credit check required apply now at myaccount secure login net before the offer ends Hurry click www freegift someone else claims this reward,1
This is ur last chance to claim Amazon insurance bonus of Rs 650 Order now at clickhere reward com and get 50 off limited stock only Click http win big prize co meet them right away don t miss out,1
Can you pick up milk and eggs on your way back home See soon drive safe i have some updates to share abt the project timeline,0
Thanks for helping me move last weekend really appreciate it Sanjay i missed the 10 mins of class sry Meera Love you see in morning Rahul,0
Your loan of Rs 50 000 has been APPROVED No credit check required apply now at myaccount secure login net before teh offer ends,1
URGENT Your Citibank account has been suspended due to suspicious activity Just pay a small processing fee of Rs 89 unlock this offer Limited slots left hurry up and act tomorrow,1
Your income tax refund of Rs 8 999 is pending Kavita Limited slots left hurry up and act this Friday,1
Get RICH fast Invest just Rs 5 000 today and double your money in 24 hours No credit check required apply nw at http win big prize co before the offer ends Claim cashback instantly by clicking bit ly reward Reply YES now or visit clickhere com to closes,1
You are pre approved for a credit card with Rs 1 00 000 limit Update billing info at reward center 247 com immediately to avoid service loss,1
hey just landed safely will msg u once i reach the hotel sry for delay boss traffic is crazy today all good now fan works perfectly fine,0
Great job on the presentation tomorrow client seemed impressed See you soon drive safe Sorry for trouble will make it up to this weekend,0
can u send me the pdf frm yesterdays lecture i missed last part Need it by in 2 hours if possible no rush though client seemed really impressed with our proposal,0
CONGRATS sir Your number has won a gaming console worth Rs 1 500 Verify now to avoid suspension of card bit ly claim reward Reply YES or visit clickhere com before the offer closes plz send 50 000 urgently this account www freegift net will return asap ok,1
WINNER You have been randomly selected to receive a air fryer Confirm your identity now at reward center 247 com or account will be locked Sign up free myaccount secure login net no strings attached start chatting tonight Click bit ly claim prize b4 it expires tomorrow,1
Meet local people near you tonight 100 free signup Claim your cashback instantly by clicking http win big prize co today Confirm shipping details at www freegift offer net within 12 hours to just click clickhere reward com nd verify ur number get it b4 ends,1
Can we reschedule our call to 9am Something urgent came up,0
Reminder Team meeting scheduled for 4 45pm in your place Should be done by evening will confirm once ready,0
Your Netflix wallet has been credited with Rs 8 999 cashback claim now Confirm shipping details at reward center 247 com within 12 hours to Sign up free secure kyc update no strings attached start chatting tonight instantly by clicking http win big prize co today,1
Work from home and earn Rs 50 000 per day GUARANTEED No credit check required apply now at reward center 247 com b4 the offer ends,1
Can we reschedule our call to 3pm Something urgent came up Is the leak fixed now or still dripping a bit,0
Act NOW Your Netflix payment has FAILED call 3390 before it expires next Monday,1
WINNER You have been randomly selected to receive a designer handbag Limited slots left hurry up and act tomorrow call 3390 now before it expires this weekend,1
Quick question Divya is the conference room B meeting still on for 7pm,0
ALERT Unusual activity detected on your card ending 5544 Click cashback portal co to receive refund instantly into account If this wasn t you secure immediately at reward center 247 com Verify details nw in or lose access permanently,1
Dear customer your SBI account will be blocked within 24 hours No experience needed just click myaccount secure login net to start earning immediately,1
CONGRATS Anjali Your number has won a gift card worth Rs 10 000 Pay 25 customs handling fee at reward center 247 com to release parcel Order now cashback portal co and get 50 off limited stock only,1
Hot singles near your area are waiting to chat wth you RIGHT NOW call 2201 before it expires today Order at myaccount secure login net and get 50 off limited stock only,1
lets meet at the mall around 5pm i have some updates to share all good nw fan works perfectly fine,0
Work from home and earn Rs 89 per day GUARANTEED Apply today zero paperwork instant approval click myaccount secure login net now,1
Get RICH fast Invest just Rs 89 today and double your money in 24 hours Apply zero paperwork instant approval click myaccount secure login net now No experience needed urgent payment fix com to start earning immediately,1
Hey Aditya are we still meeting for lunch today Need it by tonight if possible no rush though i have some updates to share abt the project timeline,0
Work from home and earn Rs 1 500 per day GUARANTEED Just pay a small processing fee of 12 499 to unlock this offer 199 customs handling at http win big prize co release your parcel,1
Act NOW Your Flipkart payment has FAILED Use promo code SAVE7734 at checkout valid only tonight No experience needed just click clickhere reward com to start earning immediately http win big prize co receive refund instantly into account,1
Rahul don t forget we have the gym booking this Friday Love you see u in morning Arjun,0
omg i totally forgot ur bday yesterday im so sry Sonia Sorry for teh trouble will make it up to you in 2 hours,0
Hi Sonia just checking in did you finish the report I sent last week kinda messy tho lol hope it still makes sense,0
Act NOW Your DHL Courier payment has FAILED Just pay a small processing fee of Rs 150 to unlock this offer If wasn t you secure account immediately at http win big prize co,1
Your Microsoft package could not be delivered call 9087 now before it expires this weekend Visit the nearest branch or cashback portal co within 48 hrs to avoid deactivation,1
omg i totally forgot ur bday yesterday im so sry Anjali Also check if we need bread and butter too don t be late this time Rohit is already there,0
Hey Sanjay sending u the notes frm todays class chek ur email Thanks a ton you re lifesaver yaar,0
Sanjay I ll be home late this Friday don t wait up Sorry for the trouble will make it to you in 2 hours,0
Happy birthday dad Hope you have an amazing day,0
Attention Sonia your ICICI KYC has expired and needs urgent update Sign up free at payment fix com no strings attached start chatting tonight Verify details immediately reward center 247 or lose access permanently info cashback portal co within 24 hours to avoid cancellation,1
Hey Sonia sending u the notes frm todays class chek ur email Let me know if you have any questions about numbers sry for delay boss traffic is crazy today,0
Arjun don t forget we have the airport booking in 2 hours Is leak fixed now or still dripping a bit,0
Reminder Team meeting scheduled for 10am in the clinic we shud def celebrate somewhere nice this weekend,0
CONGRATULATIONS Kavita You have WON a lottery of Rs 12 499 Pay 10 000 customs handling fee at http win big prize co to release ur parcel,1
Hi Anjali just checking in did you finish the report I sent last week Take your time no pressure whenever re free,0
Sorry 4 the late reply been super busy with exams this week i have some updates to share abt project timeline,0
Quick question bro is the airport meeting still on for noon We should invite dad as well this time,0
Attention Pooja your Axis Bank KYC has expired and needs urgent update call 4521 now before it expires tonight Just pay a small processing fee of Rs 5 000 to unlock this offer,1
lets meet at ur place around 8 15am i have some updates to share Sorry for the trouble will make it up you in 2 hours We should invite Meera as well this time,0
Massive Diwali sale Flat 90 off on air fryer today only Claim ur cashback instantly by clicking www freegift offer net,1
running late stuck in traffic will reach teh mall by 3pm we shud def celebrate somewhere nice tonight,0
Dear customer your Citibank account will be blocked within 24 hours just click secure kyc update com nd verify ur number to get it b4 offer ends tonight No credit check required apply now at bit ly claim reward before the in receive refund instantly into,1
Hey Sonia forgot to ask did teh plumber come by yesterday,0
Meet local people near you tonight 100 free signup Use promo code SAVE6612 at checkout valid only in 2 hours Limited slots left hurry up and act tomorrow,1
Claim ur free laptop voucher now only 3 left No credit check required apply at http win big prize co before the offer ends just click secure kyc update com nd verify number to get it b4 this weekend,1
CONGRATS Divya ur number has won a vacation package to Goa worth Rs 199 Sign up free at secure kyc update com no strings attached start chatting tonight Verify now avoid suspension of your card http win big prize co,1
Great job on the presentation this Friday client seemed impressed lmk if ur free around 9am otherwise no worries Let s celebrate weekend wth everyone from group,0
Vikram I ll be home late tomorrow don t wait up Thanks a ton you re lifesaver Karan,0
hey boss wyd tonite thinking of watchin a movie at my place Love you see in the morning Vikram mine broke and i need to charge laptop asap,0
Loved the movie last night we should go again in 2 hours mine broke and i need to charge my laptop asap,0
Job alert earn Rs 499 week frm home no skils needd Please update ur KYC immediately at urgent payment fix com otherwise account will be suspended your info http win big prize co within 24 hours to avoid cancellation experience needed just click www freegift offer net start earning,1
Dear customer ur Citibank account will be blocked within 24 hours Just pay a small processing fee of Rs 1 500 to unlock this offer,1
teh electrician fixed the fan finally took him like 2 hrs tho lol Should be done by evening will confirm once ready kinda messy hope it still makes sense,0
Reminder Team meeting scheduled for noon in airport lmk if ur free around 10am otherwise no worries,0
hey just landed safely will msg u once i reach the hotel mine broke and need to charge my laptop asap Let me know if plan changes otherwise see you next Monday at 6 30pm,0
Your loan of Rs 150 has been APPROVED Click reward center 247 com to meet them right away don t miss out,1
hey Aditya i m stuck in the clinic lost my wallet plz help urgently Update billing info at secure kyc com immediately to avoid service loss,1
Please find attached the invoice for last month s services Let celebrate this weekend with everyone from group,0
omg i totally forgot ur bday yesterday im so sry Aditya just double checking before head out the door,0
FINAL NOTICE Your PayPal subscription will be cancelled unless you act now Send address and a small courier fee to bit ly claim reward receive it,1
Act NOW ur PayPal payment has FAILED just click urgent fix com nd verify number to get it b4 offer ends today,1
Can we reschedule our call to 3pm Something urgent came up network here is kinda bad will once its better,0
Can you review the attached document before 7pm tomorrow Is leak fixed now or still dripping a bit Love see in morning Pooja,0
Your income tax refund of Rs 5 000 is pending bro Hurry click reward center 247 com before someone else claims this Please update KYC immediately at verify account now in otherwise will be suspended,1
Your income tax refund of Rs 300 is pending Sonia Click bit ly claim reward now to prize before it expires next Monday Confirm shipping details at within 12 hours Update payment info 24 avoid cancellation,1
Just a heads up the wifi guy is coming around 10am to fix router i have some updates share abt project timeline,0
You ve been chosen for a cash reward of Rs 300 just whatsapp us on www freegift offer net to start immediately limited seats Please update your KYC at bit ly claim otherwise account will be suspended,1
Hey yaar forgot to ask did the plumber come by yesterday client seemed really impressed with our proposal Also check if we need bread and butter too,0
Hot singles near your area are waiting to chat with you RIGHT NOW Verify avoid suspension of card reward center 247 com Confirm shipping details at urgent payment fix within 12 hours claim,1
Reminder Team meeting scheduled for 8 15am in the mall sry delay boss traffic is crazy today mine broke and i need to charge my laptop asap,0
Reminder Team meeting scheduled for 10am in your place Need it by next Monday if possible no rush though,0
Get RICH fast Invest just Rs 650 today and double ur money in 24 hours Claim your cashback instantly by clicking bit ly reward,1
You ve been chosen 4 a cash reward of Rs 199 Use promo code SAVE3390 at checkout valid only next Monday Sign up free center 247 com no strings attached start chatting tonight,1
Attention Rohit your Kotak Mahindra KYC has expired and needs urgent update Use promo code SAVE1122 at checkout valid only tomorrow payment info myaccount secure login net within 24 hours to avoid cancellation,1
Claim your free washing machine voucher now only 3 left Limited slots hurry up and act in 2 hours Apply today zero paperwork instant approval click myaccount secure login net,1
Job alert earn Rs 999 week frm home no skils needd Use promo code SAVE5544 at checkout valid only tomorrow,1
Act NOW Your FedEx payment has FAILED Hurry sale ends at midnight shop http win big prize co,1
hey just landed safely will msg u once i reach teh hotel lmk if ur free around 9am otherwise no worries missed the last 10 mins of class sry Aditya,0
CONGRATS Sonia ur number has won a Samsung Galaxy S24 worth Rs 300 Confirm your identity now at cashback portal co or account will be locked,1
Hot singles near your area are waiting to chat with you RIGHT NOW Update billing info at cashback portal co immediately avoid service loss No credit check required apply myaccount secure login net before teh offer ends,1
lets meet at the cafe near college around 8 15am i have some updates to share Is leak fixed now or still dripping a bit,0
WINNER u have been randomly selected to receive a iPhone 15 Pro Use promo code SAVE2201 at checkout valid only tonight,1
You are pre approved for a credit card with Rs 650 limit Pay 10 000 customs handling fee at reward center 247 com to release your parcel,1
Your Paytm wallet has been credited with Rs 499 cashback claim now plz send 1 00 000 urgently to this account secure kyc update com will return asap ok If wasn t you immediately at myaccount login net No credit check required apply clickhere reward before the offer ends,1
the electrician fixed fan finally took him like 2 hrs tho lol Sorry for trouble will make it up to you this weekend client seemed really impressed with our proposal,0
WINNER You have been randomly selected to receive a washing machine Send your address and small courier fee cashback portal co it,1
Quick question Anjali is the clinic meeting still on for 9am Please bring your laptops and project files,0
lets meet at the clinic around noon i have some updates to share Let me know if you any questions about numbers,0
Job alert earn Rs 1 00 000 week frm home no skils needd plz send 5 urgently to this account bit ly claim reward will return asap ok 45 verify now in Sign up free at strings attached start chatting tonight,1
Limited time offer Buy 1 get 3 FREE on all designer handbag purchases Use promo code SAVE8823 at checkout valid only tonight,1
Kavita don t forget we have the mall booking today,0
Amazing weight loss pill Lose 10kg in 7 days GUARANTEED Hurry click cashback portal co before someone else claims this reward No experience needed just verify account now to start earning immediately,1
teh electrician fixed the fan finally took him like 2 hrs tho lol Love you see in morning Karan,0
congrats on teh new job Sonia so proud of u all good now fan works perfectly fine,0
Can we reschedule our call to 6 30pm Something urgent came up i missed teh last 10 mins of class sry Aditya Need it by tomorrow if possible no rush though,0
running late stuck in traffic will reach teh clinic by 10am kinda messy tho lol hope it still makes sense mine broke and i need to charge my laptop asap,0
FINAL NOTICE Your PhonePe subscription will be cancelled unless you act now Order at reward center 247 com and get 50 off limited stock only If this wasn t secure account immediately cashback portal co,1
running late stuck in traffic will reach the gym by 7pm client seemed really impressed with our proposal Let s celebrate this weekend everyone from group,0
FINAL NOTICE Your Paytm subscription will be cancelled unless you act now Update payment info at www freegift offer net within 24 hours to avoid cancellation,1
Your PayPal package could not be delivered Order now at verify account in and get 50 off limited stock only Click www freegift offer net to meet them right away don t miss out,1
Get RICH fast Invest just Rs 75 000 today and double ur money in 24 hours No experience needed click bit ly claim reward to start earning immediately,1
You are pre approved for a credit card with Rs 199 limit Confirm shipping details at bit ly claim reward within 12 hours to Reply YES now or visit verify account in before the offer closes,1
Can you review the attached document before 10am next Monday,0
Your PhonePe wallet has been credited with Rs 50 000 cashback claim now Confirm identity at verify account in or will be locked,1
Your Netflix wallet has been credited with Rs 300 cashback claim now Sign up free at clickhere reward com no strings attached start chatting tonight Visit the nearest branch or bit ly within 48 hrs to avoid deactivation,1
Your Paytm wallet has been credited with Rs 45 cashback claim nw plz send 499 urgently to this account http win big prize co will return asap ok Hurry click myaccount secure login net before someone else claims reward,1
Meet local people near u tonight 100 free signup Sign up at www freegift offer net no strings attached start chatting,1
hey bro i m stuck in teh mall lost my wallet plz help urgently just click www freegift offer net nd verify ur number to get it b4 ends tonight send Rs 650 this account bit ly claim reward will return asap ok,1
Quick question sir is the airport meeting still on for 7pm lmk if ur free around 3pm otherwise no worries,0
We noticed an unusual login attempt to your Microsoft account plz send Rs 650 urgently this secure kyc update com will return asap ok Apply today zero paperwork instant approval click bit ly claim reward now call 8890 before it expires in 2 hours,1
Your Apple wallet has been credited with Rs 1 00 000 cashback claim now Apply today zero paperwork instant approval click clickhere reward com www freegift offer net to prize before it expires in 2 hours Hurry urgent payment fix someone else claims this,1
Can you pick up milk and eggs on ur way back home Sorry for the trouble will make it to tonight sry delay boss traffic is crazy today,0
Thanks for helping me move last weekend really appreciate it buddy,0
Meet local people near you tonight 100 free signup Hurry click urgent payment fix com before someone else claims this reward Verify now to avoid suspension of your card clickhere,1
hey Meera wyd tonite thinking of watchin a movie at my place we shud def celebrate somewhere nice next Monday,0
The flight got delayed by 2 hours landing around 5pm now Take your time no pressure whenever you re free,0
Hey Aditya sending u the notes frm todays class chek ur email i have some updates to share abt project timeline,0
Limited time offer Buy 1 get 3 FREE on all air fryer purchases call 1122 now before it expires today No experience needed just click secure kyc update com to start earning immediately,1
can u send me teh pdf frm yesterdays lecture i missed the last part 10 mins of class sry Divya,0
Hi Amit just checking in did you finish the report I sent last week have some updates to share abt project timeline don t be late this time Vikram is already there,0
Work from home and earn Rs 300 per day GUARANTEED No experience needed just click www freegift offer net to start earning immediately Limited slots left hurry up act next Monday,1
lets meet at railway station around 11am i have some updates to share network here is kinda bad will call once its better,0
Just a heads up the wifi guy is coming around 7pm to fix router Thanks ton you re lifesaver Neha Should be done by evening will confirm once ready,0
Your income tax refund of Rs 45 is pending bro Use promo code SAVE2201 at checkout valid only next Monday,1
Please find attached the invoice for last month s services network here is kinda bad will call once its better i have some updates to share abt project timeline,0
CONGRATS yaar Your number has won a gaming console worth Rs 1 500 call 2201 now before it expires in 2 hours just click bit ly claim reward nd verify ur to get b4 offer ends Visit the nearest branch or within 48 hrs avoid deactivation,1
ALERT Unusual activity detected on your card ending 1122 call 2201 now before it expires next Monday,1
omg i totally forgot ur bday yesterday im so sry bro Need it by today if possible no rush though,0
SECURITY ALERT Someone tried to access your account from a new device just click clickhere reward com nd verify ur number get it b4 offer ends today,1
Limited time offer Buy 1 get 3 FREE on all vacation package to Goa purchases Pay Rs 10 000 customs handling fee at http win big prize co release ur parcel,1
Your income tax refund of Rs 50 000 is pending Pooja just whatsapp us on clickhere reward com to start immediately limited seats No experience needed click http win big prize co earning Send address and a small courier fee receive it,1
Meet local people near you tonight 100 free signup call 7734 now before it expires this Friday,1
Dear customer your PNB account will be blocked within 24 hours Just pay a small processing fee of Rs 12 499 to unlock this offer Verify details immediately at myaccount secure login net or lose access permanently,1
Hey mom forgot to ask did the plumber come by yesterday client seemed really impressed with our proposal,0
Act NOW Your Google Pay payment has FAILED Reply YES or visit urgent fix com to claim before the offer closes just click bit ly reward nd verify ur number get it b4 ends in 2 hours call 5544 expires,1
Massive Diwali sale Flat 90 off on wireless earbuds today only Apply zero paperwork instant approval click urgent payment fix com nw Use promo code SAVE3390 at checkout valid next Monday,1
CONGRATS Rahul Your number has won a designer handbag worth Rs 10 000 call 7734 now b4 it expires in 2 hours,1
Dear customer your Axis Bank account will be blocked within 24 hours Pay Rs 199 customs handling fee at http win big prize co to release parcel,1
Claim your free air fryer voucher now only 3 left Apply today zero paperwork instant approval click secure kyc update com Order at and get 50 off limited stock,1
Reminder Team meeting scheduled for 6 30pm in the mall,0
Happy birthday Pooja Hope you have an amazing day,0
CONGRATULATIONS sir You have WON a lottery of Rs 45 Update your payment info at secure kyc com within 24 hours to avoid cancellation Verify details immediately clickhere reward or lose access permanently If this wasn t account www freegift offer net,1
FREE recharge of Rs 75 000 waiting for u Claim your cashback instantly by clicking secure kyc update com today,1
Quick question Kavita is the office meeting still on for 9am Also check if we need bread and butter too,0
teh electrician fixed the fan finally took him like 2 hrs tho lol Let s celebrate this weekend with everyone from group,0
This is ur last chance to claim PayPal insurance bonus of Rs 25 000 Limited slots left hurry up and act tomorrow Visit the nearest branch or bit ly reward within 48 hrs avoid deactivation,1
Dear Winner you are selected for a FREE gaming console Click bit ly claim reward to meet them right away don t miss out,1
Happy birthday Pooja Hope you have an amazing day don t be late this time Sanjay is already there Thanks a ton re lifesaver team,0
Job alert earn Rs 999 week frm home no skils needd Confirm your identity nw at http win big prize co or account will be locked,1
This is ur last chance to claim PayPal insurance bonus of Rs 150 Verify now avoid suspension your card reward center 247 com details immediately at cashback portal co or lose access permanently,1
Mom said dinner will be ready by 11am come home soon,0
Your appointment with Dr Sharma is confirmed for 6 30pm this Friday,0
Sorry for the late reply been super busy with exams this week we shud def celebrate somewhere nice tonight,0
can u send me the pdf frm yesterdays lecture i missed last part Should be done by evening will confirm once ready,0
Can you review the attached document before 4 45pm tmrw Love see in morning Amit i missed last 10 mins of class sry mom,0
Rahul don t forget we have the clinic booking this Friday See you soon drive safe lets hang out today to make up for it my treat,0
Quick question Sanjay is teh conference room B meeting still on for 8 15am kinda messy tho lol hope it makes sense,0
hey Anjali i m stuck in office lost my wallet plz help urgently Please update your KYC immediately at myaccount secure login net otherwise account will be suspended,1
running late stuck in traffic will reach the cafe near college by noon network here is kinda bad call once its better,0
Hey dad are we still meeting for lunch today Let s grab coffee soon to catch up properly,0
Your appointment with Dr Sharma is confirmed for 5pm next Monday,0
running late stuck in traffic will reach the clinic by noon client seemed really impressed with our proposal Take your time no pressure whenever you re free,0
Work from home and earn Rs 75 000 per day GUARANTEED Hurry sale ends at midnight shop now www freegift offer net Use promo code SAVE3390 checkout valid only today,1
SECURITY ALERT Someone tried to access your account from a new device Hurry click http win big prize co before else claims this reward Confirm shipping details at myaccount secure login net within 12 hours claim No credit check required apply now the offer ends,1
Job alert earn Rs 50 000 week frm home no skils needd call 3390 now before it expires tonight,1
URGENT Your PNB account has been suspended due to suspicious activity call 6612 now b4 it expires next Monday Reply YES or visit myaccount secure login net claim before the offer closes,1
Please find attached the invoice for last month s services Thanks a ton you re lifesaver dad lets hang out in 2 hours to make up it my treat,0
Quick question Neha is the cafe near college meeting still on for 10am all good now fan works perfectly fine,0
Massive Diwali sale Flat 90 off on washing machine today only Verify your details immediately at clickhere reward com or lose access permanently Pay Rs 75 000 customs handling fee account now in to release parcel call 9087 before it expires next Monday,1
Can we reschedule our call to 5pm Something urgent came up don t be late this time Amit is already there,0
Please find attached the invoice for last month s services Let me know if plan changes otherwise see you this Friday at 3pm,0
Hey Rohit forgot to ask did the plumber come by yesterday Please arrive 10 minutes early for paperwork kinda messy tho lol hope it still makes sense,0
pls dont forget to bring teh charger in 2 hours mine broke network here is kinda bad will call once its better,0
Hey Neha are we still meeting for lunch next Monday shud def celebrate somewhere nice tonight,0
Your Netflix wallet has been credited with Rs 75 000 cashback claim now Pay 199 customs handling fee at myaccount secure login net to release parcel,1
ur appointment with Dr Sharma is confirmed for 9am tomorrow the leak fixed now or still dripping a bit,0
SECURITY ALERT Someone tried to access your account from a new device Confirm shipping details at myaccount secure login net within 12 hours claim,1
SECURITY ALERT Someone tried to access your account from a new device Hurry sale ends at midnight shop now www freegift offer net,1
This is ur last chance to claim Amazon insurance bonus of Rs 300 Just pay a small processing fee 1 00 000 unlock offer your cashback instantly by clicking portal co today,1
ALERT Unusual activity detected on your card ending 9087 Hurry click verify account now in before someone else claims this reward www freegift offer net to claim prize it expires tomorrow Limited slots left up and act,1
ALERT Unusual activity detected on your card ending 1122 Click myaccount secure login net to meet them right away don t miss out,1
Great job on the presentation tomorrow client seemed impressed Will call you once I land keep your phone,0
running late stuck in traffic will reach railway station by 4 45pm Let me knw if you have any questions about the numbers,0
This is ur last chance to claim Paytm insurance bonus of Rs 499 If wasn t you secure your account immediately at myaccount login net Apply today zero paperwork instant approval click cashback portal co now,1
ALERT Unusual activity detected on your card ending 8823 Order now at www freegift offer net and get 50 off limited stock only,1
CONGRATULATIONS Rohit You have WON a lottery of Rs 50 000 Just pay small processing fee 8 999 to unlock this offer click http win big prize co nd verify ur number get it b4 ends next Monday,1
We noticed an unusual login attempt to your Income Tax Dept account just click urgent payment fix com nd verify ur number get it b4 offer ends this weekend,1
Attention Amit your PNB KYC has expired and needs urgent update Hurry sale ends at midnight shop now secure com Click payment fix to receive refund instantly into account,1
Hot singles near your area are waiting to chat with you RIGHT NOW No experience needed just click www freegift offer net start earning immediately clickhere reward com receive refund instantly into account,1
CONGRATULATIONS ma am You have WON a lottery of Rs 8 999 No experience needed just click cashback portal co to start earning immediately Confirm your identity now at http win big prize or account will be locked Sign up free reward center 247 com strings attached chatting tonight,1
Dear customer ur ICICI account will be blocked within 24 hours Send your address and a small courier fee to www freegift offer net receive it Sign up free at myaccount secure login no strings attached start chatting tonight,1
congrats on the new job team so proud of u lmk if ur free around 4 45pm otherwise no worries,0
Hey boss forgot to ask did teh plumber come by yesterday kinda messy tho lol hope it still makes sense,0
URGENT Your Citibank account has been suspended due to suspicious activity Order now at bit ly claim reward and get 50 off limited stock only,1
ur appointment with Dr Sharma is confirmed for 5pm in 2 hours all good now fan works perfectly fine,0
Mom said dinner will be ready by 8 15am come home soon just double checking before I head out the door,0
hey Kavita i m stuck in the cafe near college lost my wallet plz help urgently Send your address and a small courier fee to bit ly claim reward receive it just click verify account now nd ur number get b4 offer ends tomorrow avoid suspension of card center 247 com,1
Dear customer your Kotak Mahindra account will be blocked within 24 hours Send address and a small courier fee to urgent payment fix com receive it,1
Massive Diwali sale Flat 90 off on washing machine today only Click cashback portal co now to claim your prize before it expires in 2 hours,1
We noticed an unusual login attempt to your Flipkart account Reply YES now or visit urgent payment fix com claim before the offer closes,1
You ve been chosen for a cash reward of Rs 45 Send your address and small courier fee to urgent payment fix com receive it,1
Amazing weight loss pill Lose 10kg in 7 days GUARANTEED Click reward center 247 com now to claim your prize b4 it expires 2 hours just whatsapp us on start immediately limited seats,1
lets meet at the cafe near college around 4 45pm i have some updates to share,0
Your appointment with Dr Sharma is confirmed for 3pm tonight i have some updates to share abt the project timeline,0
Hey Rohit forgot to ask did the plumber come by yesterday Please arrive 10 minutes early for paperwork,0
Limited time offer Buy 1 get 3 FREE on all smartwatch purchases slots left hurry up and act tomorrow,1
hey Sonia i m stuck in the gym lost my wallet plz help urgently Confirm your identity now at myaccount secure login net or account will be locked,1
lets meet at airport around 8 15am i have some updates to share Thanks a ton you re lifesaver buddy Also check if we need bread and butter too,0
Hey Kavita forgot to ask did the plumber come by yesterday lmk if ur free around 11am otherwise no worries,0
Sorry for the late reply been super busy with exams this week trouble will make it up to you next Monday Also check if we need bread and butter too,0
FINAL NOTICE Your Apple subscription will be cancelled unless you act nw Apply today zero paperwork instant approval click www freegift offer net now,1
Work from home and earn Rs 300 per day GUARANTEED Click http win big prize co now to claim your before it expires in 2 hours,1
Amit don t forget we have teh the gym booking next Monday Let me know if plan changes otherwise see you in 2 hours at 8 15am lets hang out this Friday to make up for it my treat,0
FREE recharge of Rs 199 waiting for u If this wasn t you secure your account immediately at bit ly claim reward,1
hey Anjali wyd tonite thinking of watchin a movie at my place Please bring your laptops and the project files,0
Your loan of Rs 89 has been APPROVED Update billing info at www freegift offer net immediately to avoid service loss Send address and a small courier fee myaccount secure login receive it,1
lets meet at conference room B around 8 15am i have some updates to share mine broke and need charge my laptop asap See u soon drive safe,0
Dear customer ur Axis Bank account will be blocked within 24 hours Update billing info at cashback portal co immediately to avoid service loss Order now verify in and get 50 off limited stock only suspension of your card www freegift offer net,1
ma am don t forget we have the airport booking this Friday,0
You are pre approved for a credit card with Rs 650 limit Reply YES now or visit reward center 247 com to claim before the offer closes Hurry click urgent payment fix someone else claims this If wasn t secure ur account immediately at http win big prize co,1
Mom said dinner will be ready by noon come home soon Love you see in the morning Meera,0
Hi Arjun just checking in did you finish the report I sent last week Need it by 2 hours if possible no rush though all good nw fan works perfectly fine,0
hey Meera wyd tonite thinking of watchin a movie at my place network here is kinda bad will call once its better,0
Reminder Team meeting scheduled for 9am in conference room B Let s grab coffee soon to catch up properly,0
Amazing weight loss pill Lose 10kg in 7 days GUARANTEED Limited slots left hurry up and act 2 hours,1
Hey Sonia are we still meeting for lunch today Take ur time no pressure whenever you re free i have some updates to share abt the project timeline,0
This is ur last chance to claim DHL Courier insurance bonus of Rs 2 500 Click clickhere reward com meet them right away don t miss out Reply YES now or visit urgent payment fix before the offer closes,1
Just a heads up teh wifi guy is coming around 8 15am to fix the router double checking before I head out door network here kinda bad will call once its better,0
Hey Rohit are we still meeting for lunch in 2 hours don t be late this time Sonia is already there,0
We noticed an unusual login attempt to your DHL Courier account No experience needed just click clickhere reward com start earning immediately plz send Rs 89 urgently this urgent payment fix will return asap ok Confirm identity now at cashback portal co or be locked,1
Hey Rohit sending u the notes frm todays class chek ur email sry for delay boss traffic is crazy today,0
Job alert earn Rs 10 000 week frm home no skils needd just whatsapp us on cashback portal co to start immediately limited seats Click secure kyc update com now claim your prize before it expires tomorrow,1
Just a heads up the wifi guy is coming around 11am to fix router Let me know if plan changes otherwise see you tomorrow at 10am,0
Please find attached teh invoice for last month s services Take your time no pressure whenever you re free i missed the 10 mins of class sry mom,0
Hey sir forgot to ask did the plumber come by yesterday Let s grab coffee soon catch up properly,0
Your appointment with Dr Sharma is confirmed 4 8 15am tomorrow i have some updates to share abt the project timeline don t be late this time Divya already there,0
Your Apple package could not be delivered Sign up free at cashback portal co no strings attached start chatting tonight,1
Loved the movie last night we should go again this weekend lets hang out today to make up for it my treat,0
Your loan of Rs 12 499 has been APPROVED Verify details immediately at myaccount secure login net or lose access permanently,1
hey Pooja wyd tonite thinking of watchin a movie at my place lmk if ur free around 9am otherwise no worries,0
Your income tax refund of Rs 650 is pending Arjun Hurry click urgent payment fix com before someone else claims this reward,1
pls dont forget to bring the charger today mine broke,0
Job alert earn Rs 5 000 week frm home no skils needd Please update your KYC immediately at cashback portal co otherwise account will be suspended,1
Thanks for helping me move last weekend really appreciate it Rahul,0
